performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR6121,9D7B-9B37,2022-06-04,3,2,5,2,0,5,3,3,0,2022,Medium,,1,2.5
PR6122,BBE1-D4A5,2022-06-04,4,3,4,1,2,3,3,3,0,2022,Medium,Average,1,3.5
PR6123,DDBF-9C79,2022-06-05,1,2,3,1,2,2,4,4,0,2022,Medium,Poor,1,1.5
PR6124,6CAD-47F0,2022-06-05,1,2,2,3,1,3,3,2,-1,2022,Medium,Average,1,1.5
PR6125,CD4D-7BBA,2022-06-05,3,1,4,2,0,2,4,3,-1,2022,Medium,Poor,1,2.0
PR6126,AFE1-76D3,2022-06-05,3,2,5,3,0,3,5,5,0,2022,High,Average,1,2.5
PR6127,F72A-48DD,2022-06-05,3,3,2,1,1,3,4,3,-1,2022,Medium,Average,1,3.0
PR6128,A072-D80B,2022-06-05,3,5,3,3,2,5,3,2,-1,2022,Medium,,1,4.0
PR6129,D3F6-A313,2022-06-06,3,2,3,3,2,4,4,4,0,2022,Medium,Good,1,2.5
PR613,7CFC-C4DA,2015-04-15,3,5,2,3,1,2,4,3,-1,2015,Medium,Poor,1,4.0
PR6130,2B70-5A31,2022-06-06,4,5,3,3,1,3,4,3,-1,2022,Medium,Average,1,4.5
PR6131,E8D3-CABA,2022-06-06,3,4,3,2,3,4,5,5,0,2022,High,Good,1,3.5
PR6132,F60C-4888,2022-06-07,3,3,4,1,1,3,4,3,-1,2022,Medium,Average,1,3.0
PR6133,0EA5-3A95,2022-06-07,2,2,4,3,1,3,3,2,-1,2022,Medium,Average,1,2.0
PR6134,48B9-8A61,2022-06-07,4,1,4,3,1,3,5,5,0,2022,High,Average,1,2.5
PR6135,801E-9D0E,2022-06-07,4,4,4,2,1,2,3,3,0,2022,Medium,Poor,1,4.0
PR6136,B785-D8F8,2022-06-08,5,2,4,3,1,5,4,3,-1,2022,Medium,,1,3.5
PR6137,D584-4E31,2022-06-08,5,4,5,2,1,5,4,3,-1,2022,Medium,,1,4.5
PR6138,D8F6-DED3,2022-06-08,4,2,3,3,0,4,3,2,-1,2022,Medium,Good,1,3.0
PR6139,8A40-C85A,2022-06-09,4,4,5,2,0,3,3,2,-1,2022,Medium,Average,1,4.0
PR614,CF2F-8CA3,2015-04-15,4,2,5,2,0,2,5,5,0,2015,High,Poor,1,3.0
PR6140,19C3-DAE4,2022-06-09,4,3,3,3,1,3,4,4,0,2022,Medium,Average,1,3.5
PR6141,3C73-12A0,2022-06-09,5,2,5,3,2,4,4,4,0,2022,Medium,Good,1,3.5
PR6142,DC67-3B66,2022-06-10,4,3,4,2,0,5,5,4,-1,2022,High,,1,3.5
PR6143,76FD-F574,2022-06-10,3,5,3,3,2,4,5,5,0,2022,High,Good,1,4.0
PR6144,E81C-A653,2022-06-11,5,5,3,1,1,5,3,3,0,2022,Medium,,1,5.0
PR6145,DFDC-286C,2022-06-12,4,2,2,1,1,3,3,3,0,2022,Medium,Average,1,3.0
PR6146,3E42-57C8,2022-06-13,3,4,5,1,0,2,3,2,-1,2022,Medium,Poor,1,3.5
PR6147,E9B9-3944,2022-06-13,2,2,2,3,0,4,3,2,-1,2022,Medium,Good,1,2.0
PR6148,A91B-7DC5,2022-06-13,1,2,2,3,2,3,3,2,-1,2022,Medium,Average,1,1.5
PR6149,B967-D6D3,2022-06-13,2,4,3,3,3,3,4,3,-1,2022,Medium,Average,1,3.0
PR615,7A98-768E,2015-04-17,4,4,3,1,2,4,4,3,-1,2015,Medium,Good,1,4.0
PR6150,648E-FE5F,2022-06-13,4,5,3,2,3,2,5,5,0,2022,High,Poor,1,4.5
PR6151,217C-7180,2022-06-13,5,2,5,1,0,5,3,3,0,2022,Medium,,1,3.5
PR6152,5416-F925,2022-06-14,5,5,5,2,3,4,5,5,0,2022,High,Good,1,5.0
PR6153,07C3-7429,2022-06-14,5,3,3,1,0,3,3,2,-1,2022,Medium,Average,1,4.0
PR6154,16B6-9C29,2022-06-14,5,5,2,1,0,4,3,2,-1,2022,Medium,Good,1,5.0
PR6155,D4BE-786C,2022-06-14,4,2,5,2,0,2,5,4,-1,2022,High,Poor,1,3.0
PR6156,AB5F-244C,2022-06-15,1,1,3,1,3,4,3,2,-1,2022,Medium,Good,1,1.0
PR6157,4F64-A0E2,2022-06-15,1,2,1,3,2,3,3,2,-1,2022,Medium,Average,1,1.5
PR6158,1E61-70EC,2022-06-16,1,3,1,1,1,2,4,3,-1,2022,Medium,Poor,1,2.0
PR6159,549F-B3E7,2022-06-16,5,3,3,2,1,3,4,3,-1,2022,Medium,Average,1,4.0
PR616,C3C0-349E,2015-04-17,5,2,2,2,0,3,5,4,-1,2015,High,Average,1,3.5
PR6160,6FE3-2270,2022-06-16,3,5,5,2,0,4,3,3,0,2022,Medium,Good,1,4.0
PR6161,22FF-9076,2022-06-16,5,3,3,2,0,5,4,3,-1,2022,Medium,,1,4.0
PR6162,B8A5-07A1,2022-06-16,5,3,5,3,2,5,5,5,0,2022,High,,1,4.0
PR6163,C6F6-CDFE,2022-06-16,5,4,2,2,0,5,3,3,0,2022,Medium,,1,4.5
PR6164,72D8-2284,2022-06-16,4,2,2,1,1,4,5,4,-1,2022,High,Good,1,3.0
PR6165,005C-E0FB,2022-06-17,3,4,5,3,0,4,4,4,0,2022,Medium,Good,1,3.5
PR6166,90C4-1053,2022-06-17,3,5,4,2,1,3,3,2,-1,2022,Medium,Average,1,4.0
PR6167,00A3-2445,2022-06-18,4,5,5,1,2,4,4,4,0,2022,Medium,Good,1,4.5
PR6168,BDC5-51CF,2022-06-20,3,2,4,2,0,3,4,3,-1,2022,Medium,Average,1,2.5
PR6169,5468-EEE1,2022-06-20,3,5,4,2,1,2,4,4,0,2022,Medium,Poor,1,4.0
PR617,5D69-D350,2015-04-18,3,2,3,3,2,5,3,3,0,2015,Medium,,1,2.5
PR6170,F2BA-F63A,2022-06-20,3,2,3,2,0,2,3,3,0,2022,Medium,Poor,1,2.5
PR6171,2E72-4BF1,2022-06-21,5,4,5,1,0,5,3,2,-1,2022,Medium,,1,4.5
PR6172,2937-EB65,2022-06-21,4,4,4,2,0,3,4,3,-1,2022,Medium,Average,1,4.0
PR6173,3EB2-9111,2022-06-22,4,2,3,3,0,5,3,2,-1,2022,Medium,,1,3.0
PR6174,8822-B9C5,2022-06-22,3,4,2,2,0,4,4,3,-1,2022,Medium,Good,1,3.5
PR6175,5544-4583,2022-06-22,3,4,2,1,0,4,3,2,-1,2022,Medium,Good,1,3.5
PR6176,9CE9-B0D5,2022-06-22,3,5,4,1,1,2,4,4,0,2022,Medium,Poor,1,4.0
PR6177,23E6-A67A,2022-06-22,5,5,5,2,1,2,5,4,-1,2022,High,Poor,1,5.0
PR6178,5000-8203,2022-06-22,3,5,4,2,1,4,4,4,0,2022,Medium,Good,1,4.0
PR6179,9AAD-D3C1,2022-06-23,5,5,5,3,1,2,4,3,-1,2022,Medium,Poor,1,5.0
PR618,4BE1-4A7B,2015-04-18,3,3,4,2,1,5,3,3,0,2015,Medium,,1,3.0
PR6180,95CB-4E31,2022-06-23,5,2,3,2,1,5,4,4,0,2022,Medium,,1,3.5
PR6181,9BE8-2C44,2022-06-23,3,2,2,1,2,3,4,3,-1,2022,Medium,Average,1,2.5
PR6182,AA67-CB22,2022-06-24,5,5,3,1,3,2,4,4,0,2022,Medium,Poor,1,5.0
PR6183,4CCA-B1E6,2022-06-25,3,2,2,3,0,4,4,4,0,2022,Medium,Good,1,2.5
PR6184,E8F5-C47D,2022-06-25,4,2,2,3,1,3,3,3,0,2022,Medium,Average,1,3.0
PR6185,8026-658D,2022-06-25,5,5,4,1,2,3,5,4,-1,2022,High,Average,1,5.0
PR6186,F5CC-33FA,2022-06-25,2,1,2,1,1,2,5,5,0,2022,High,Poor,1,1.5
PR6187,6FA6-DBB9,2022-06-25,4,2,1,3,1,3,3,3,0,2022,Medium,Average,1,3.0
PR6188,35D2-818A,2022-06-26,2,1,1,1,1,4,5,5,0,2022,High,Good,1,1.5
PR6189,24DD-6D7C,2022-06-26,3,2,2,3,1,2,4,3,-1,2022,Medium,Poor,1,2.5
PR619,FD3F-5255,2015-04-20,3,4,5,1,0,3,5,5,0,2015,High,Average,1,3.5
PR6190,A89C-9A1E,2022-06-26,5,5,3,3,1,2,4,3,-1,2022,Medium,Poor,1,5.0
PR6191,C0C7-A3EF,2022-06-27,3,2,3,3,2,4,5,4,-1,2022,High,Good,1,2.5
PR6192,C385-CDBE,2022-06-27,3,4,4,3,3,4,5,5,0,2022,High,Good,1,3.5
PR6193,342B-0932,2022-06-27,5,5,5,3,0,4,3,3,0,2022,Medium,Good,1,5.0
PR6194,2B7A-9C73,2022-06-28,5,3,4,3,1,2,5,4,-1,2022,High,Poor,1,4.0
PR6195,E46A-3676,2022-06-28,3,2,2,3,0,1,4,3,-1,2022,Medium,Poor,1,2.5
PR6196,ABDA-F749,2022-06-28,2,1,1,2,1,1,4,4,0,2022,Medium,Poor,1,1.5
PR6197,6A0D-9C4D,2022-06-29,1,2,1,1,3,1,5,4,-1,2022,High,Poor,1,1.5
PR6198,D676-4ECC,2022-06-29,5,3,4,1,0,4,4,4,0,2022,Medium,Good,1,4.0
PR6199,74F3-DF3D,2022-06-29,4,4,5,2,0,2,4,3,-1,2022,Medium,Poor,1,4.0
PR62,596B-33F4,2013-02-28,3,2,4,3,0,2,4,4,0,2013,Medium,Poor,1,2.5
PR620,C661-6A1C,2015-04-21,3,2,2,1,1,2,3,2,-1,2015,Medium,Poor,1,2.5
PR6200,C026-3E38,2022-06-29,5,4,5,2,0,2,5,5,0,2022,High,Poor,1,4.5
PR6201,AF11-04C3,2022-06-29,4,4,3,3,0,2,3,2,-1,2022,Medium,Poor,1,4.0
PR6202,4C88-27A1,2022-06-30,4,4,3,3,1,5,4,3,-1,2022,Medium,,1,4.0
PR6203,5731-90E6,2022-06-30,5,2,4,1,1,4,4,4,0,2022,Medium,Good,1,3.5
PR6204,FBC2-C5FA,2022-06-30,5,5,4,2,2,2,4,4,0,2022,Medium,Poor,1,5.0
PR6205,5E9A-FE30,2022-06-30,4,4,3,2,1,2,3,3,0,2022,Medium,Poor,1,4.0
PR6206,E72B-64FA,2022-06-30,4,2,3,2,3,5,3,2,-1,2022,Medium,,1,3.0
PR6207,E480-FF03,2022-06-30,5,2,2,1,2,3,3,3,0,2022,Medium,Average,1,3.5
PR6208,10C9-925C,2022-06-30,4,4,3,1,2,3,4,4,0,2022,Medium,Average,1,4.0
PR6209,3747-3110,2022-07-01,4,4,3,3,0,5,4,4,0,2022,Medium,,1,4.0
PR621,9528-AA17,2015-04-22,5,4,2,2,0,3,4,3,-1,2015,Medium,Average,1,4.5
PR6210,F9B6-C80B,2022-07-02,4,4,4,1,0,4,4,4,0,2022,Medium,Good,1,4.0
PR6211,0AA2-881A,2022-07-03,3,2,3,2,0,4,4,4,0,2022,Medium,Good,1,2.5
PR6212,A7F8-24EA,2022-07-03,5,2,3,1,2,4,4,4,0,2022,Medium,Good,1,3.5
PR6213,2F85-AF81,2022-07-04,4,3,5,3,0,2,5,5,0,2022,High,Poor,1,3.5
PR6214,5395-75A1,2022-07-04,5,5,4,3,0,4,3,3,0,2022,Medium,Good,1,5.0
PR6215,5919-4ADE,2022-07-04,4,4,5,2,1,4,3,2,-1,2022,Medium,Good,1,4.0
PR6216,68C4-272C,2022-07-04,3,4,5,3,0,2,4,3,-1,2022,Medium,Poor,1,3.5
PR6217,CF5D-0E32,2022-07-04,5,4,4,3,1,5,4,3,-1,2022,Medium,,1,4.5
PR6218,427A-8C69,2022-07-05,4,3,2,1,1,3,3,2,-1,2022,Medium,Average,1,3.5
PR6219,C389-FC34,2022-07-05,4,3,3,3,0,5,3,2,-1,2022,Medium,,1,3.5
PR622,4188-C61D,2015-04-23,3,2,5,3,2,5,5,4,-1,2015,High,,1,2.5
PR6220,ABB0-9B03,2022-07-05,4,4,5,2,2,4,4,3,-1,2022,Medium,Good,1,4.0
PR6221,781F-6C21,2022-07-06,5,5,4,3,1,5,5,4,-1,2022,High,,1,5.0
PR6222,8B79-18F1,2022-07-07,4,3,5,1,0,3,5,4,-1,2022,High,Average,1,3.5
PR6223,AF58-5D1B,2022-07-07,3,2,4,2,0,4,3,2,-1,2022,Medium,Good,1,2.5
PR6224,0E79-8257,2022-07-07,5,3,2,1,1,4,4,3,-1,2022,Medium,Good,1,4.0
PR6225,03D9-FF08,2022-07-07,3,5,3,3,0,5,4,3,-1,2022,Medium,,1,4.0
PR6226,0FC8-561B,2022-07-08,4,5,2,2,3,5,4,4,0,2022,Medium,,1,4.5
PR6227,7B98-EA6F,2022-07-08,3,4,5,3,2,5,5,4,-1,2022,High,,1,3.5
PR6228,380F-A08A,2022-07-08,3,3,4,2,1,5,4,3,-1,2022,Medium,,1,3.0
PR6229,58FA-C451,2022-07-08,3,2,2,1,0,4,3,2,-1,2022,Medium,Good,1,2.5
PR623,DFE3-6FA7,2015-04-23,4,2,4,1,2,3,3,2,-1,2015,Medium,Average,1,3.0
PR6230,90EB-28D4,2022-07-08,3,2,3,3,1,3,3,2,-1,2022,Medium,Average,1,2.5
PR6231,E268-61EB,2022-07-09,4,2,3,2,2,2,5,4,-1,2022,High,Poor,1,3.0
PR6232,132B-F2B2,2022-07-09,3,4,5,1,1,5,3,2,-1,2022,Medium,,1,3.5
PR6233,A2B5-823F,2022-07-09,3,4,5,3,0,3,5,5,0,2022,High,Average,1,3.5
PR6234,9BC9-1288,2022-07-09,4,2,3,2,0,2,4,3,-1,2022,Medium,Poor,1,3.0
PR6235,BDE5-385A,2022-07-09,2,4,1,3,1,3,5,5,0,2022,High,Average,1,3.0
PR6236,1D74-2661,2022-07-09,4,2,3,1,2,4,5,5,0,2022,High,Good,1,3.0
PR6237,0FEB-B474,2022-07-09,5,5,5,2,0,5,3,2,-1,2022,Medium,,1,5.0
PR6238,6345-2F33,2022-07-10,5,2,4,1,0,4,4,3,-1,2022,Medium,Good,1,3.5
PR6239,9900-1159,2022-07-10,4,2,4,1,1,5,3,2,-1,2022,Medium,,1,3.0
PR624,D24B-5AC8,2015-04-23,3,3,3,1,0,5,3,3,0,2015,Medium,,1,3.0
PR6240,6AD1-5EE8,2022-07-10,5,2,2,1,0,5,4,3,-1,2022,Medium,,1,3.5
PR6241,ACA5-348E,2022-07-10,4,5,5,3,0,3,4,4,0,2022,Medium,Average,1,4.5
PR6242,4846-2EC2,2022-07-10,3,5,5,2,1,2,4,4,0,2022,Medium,Poor,1,4.0
PR6243,991F-BAF4,2022-07-10,5,3,5,1,1,4,3,2,-1,2022,Medium,Good,1,4.0
PR6244,DCD4-C785,2022-07-11,5,4,2,3,1,3,4,3,-1,2022,Medium,Average,1,4.5
PR6245,1A38-1D62,2022-07-11,4,5,5,2,1,4,5,5,0,2022,High,Good,1,4.5
PR6246,874D-5D4C,2022-07-11,4,3,2,1,1,2,4,3,-1,2022,Medium,Poor,1,3.5
PR6247,8583-9174,2022-07-12,5,4,4,2,1,2,5,4,-1,2022,High,Poor,1,4.5
PR6248,29F6-C6CA,2022-07-12,3,4,2,3,0,3,5,4,-1,2022,High,Average,1,3.5
PR6249,4CD7-B91C,2022-07-12,5,3,2,2,2,5,5,5,0,2022,High,,1,4.0
PR625,49B2-0364,2015-04-24,5,5,4,2,1,2,3,3,0,2015,Medium,Poor,1,5.0
PR6250,5293-AC5C,2022-07-13,5,3,3,3,1,3,4,3,-1,2022,Medium,Average,1,4.0
PR6251,F961-5A03,2022-07-13,4,4,4,2,0,4,3,2,-1,2022,Medium,Good,1,4.0
PR6252,1243-8B63,2022-07-13,5,3,2,1,1,5,4,4,0,2022,Medium,,1,4.0
PR6253,E324-1C33,2022-07-14,5,5,3,1,0,5,5,5,0,2022,High,,1,5.0
PR6254,2A20-28CD,2022-07-14,4,4,4,1,0,2,4,3,-1,2022,Medium,Poor,1,4.0
PR6255,D906-B674,2022-07-16,3,5,3,3,3,2,5,4,-1,2022,High,Poor,1,4.0
PR6256,CCAB-4B80,2022-07-16,3,4,5,2,2,4,3,3,0,2022,Medium,Good,1,3.5
PR6257,DFA2-1B8F,2022-07-16,5,4,3,1,2,2,5,5,0,2022,High,Poor,1,4.5
PR6258,656C-09EA,2022-07-16,3,5,3,1,2,5,4,4,0,2022,Medium,,1,4.0
PR6259,D8FC-E2F7,2022-07-17,4,2,3,1,1,3,4,4,0,2022,Medium,Average,1,3.0
PR626,51A4-EA6E,2015-04-25,5,3,2,2,0,2,3,2,-1,2015,Medium,Poor,1,4.0
PR6260,F0C3-4859,2022-07-17,4,5,3,2,1,4,4,3,-1,2022,Medium,Good,1,4.5
PR6261,F4A3-2126,2022-07-17,4,1,3,1,1,1,4,4,0,2022,Medium,Poor,1,2.5
PR6262,13FA-3559,2022-07-17,4,4,2,3,1,1,4,4,0,2022,Medium,Poor,1,4.0
PR6263,D926-DED9,2022-07-17,3,4,1,3,0,4,4,4,0,2022,Medium,Good,1,3.5
PR6264,F83C-CA1D,2022-07-18,4,4,5,3,2,2,3,3,0,2022,Medium,Poor,1,4.0
PR6265,C0BE-FED0,2022-07-18,3,2,4,1,0,3,5,4,-1,2022,High,Average,1,2.5
PR6266,307F-9BFA,2022-07-18,3,3,4,3,0,2,3,2,-1,2022,Medium,Poor,1,3.0
PR6267,F8D4-3CAB,2022-07-18,3,4,4,2,0,4,4,4,0,2022,Medium,Good,1,3.5
PR6268,AA87-13D8,2022-07-19,4,3,3,1,2,3,5,4,-1,2022,High,Average,1,3.5
PR6269,806F-B986,2022-07-19,2,4,2,2,0,4,3,2,-1,2022,Medium,Good,1,3.0
PR627,A4A4-F49C,2015-04-25,3,4,4,2,2,3,4,3,-1,2015,Medium,Average,1,3.5
PR6270,AE33-DDE7,2022-07-19,5,3,2,3,1,4,4,4,0,2022,Medium,Good,1,4.0
PR6271,D5B3-425C,2022-07-19,3,5,4,3,1,3,3,3,0,2022,Medium,Average,1,4.0
PR6272,5B0B-B105,2022-07-19,3,3,2,3,1,3,3,2,-1,2022,Medium,Average,1,3.0
PR6273,AA3A-EC19,2022-07-19,4,5,2,1,1,5,3,3,0,2022,Medium,,1,4.5
PR6274,95D8-5DC7,2022-07-20,4,2,4,2,1,3,4,3,-1,2022,Medium,Average,1,3.0
PR6275,B5C6-F8D5,2022-07-20,5,4,3,1,0,5,4,4,0,2022,Medium,,1,4.5
PR6276,E8EF-FA89,2022-07-20,5,2,2,1,0,5,3,3,0,2022,Medium,,1,3.5
PR6277,4316-C080,2022-07-21,5,4,5,1,0,3,3,2,-1,2022,Medium,Average,1,4.5
PR6278,437C-4AD0,2022-07-21,3,2,4,3,2,5,3,3,0,2022,Medium,,1,2.5
PR6279,6E64-8D30,2022-07-22,5,2,2,3,0,2,5,5,0,2022,High,Poor,1,3.5
PR628,BAF9-933D,2015-04-25,4,5,4,3,0,3,4,4,0,2015,Medium,Average,1,4.5
PR6280,F20A-F424,2022-07-22,3,5,4,1,1,5,3,3,0,2022,Medium,,1,4.0
PR6281,DEB9-1BBF,2022-07-23,5,3,3,1,0,5,3,3,0,2022,Medium,,1,4.0
PR6282,B59D-CA4C,2022-07-23,5,4,4,1,1,2,5,5,0,2022,High,Poor,1,4.5
PR6283,3653-D544,2022-07-23,5,3,3,3,0,3,3,2,-1,2022,Medium,Average,1,4.0
PR6284,E73A-F20A,2022-07-23,4,4,5,2,0,4,4,4,0,2022,Medium,Good,1,4.0
PR6285,9DB2-76B3,2022-07-24,3,5,3,2,2,2,3,2,-1,2022,Medium,Poor,1,4.0
PR6286,D565-284D,2022-07-24,3,5,5,2,0,5,3,2,-1,2022,Medium,,1,4.0
PR6287,205B-4D34,2022-07-24,4,3,3,1,1,4,5,5,0,2022,High,Good,1,3.5
PR6288,4673-EBEC,2022-07-24,4,3,4,2,3,5,3,3,0,2022,Medium,,1,3.5
PR6289,D6BB-FEDF,2022-07-24,5,4,5,1,2,5,3,2,-1,2022,Medium,,1,4.5
PR629,1147-7E2F,2015-04-26,5,5,2,3,1,2,4,4,0,2015,Medium,Poor,1,5.0
PR6290,C77A-2348,2022-07-25,4,5,5,2,0,5,5,5,0,2022,High,,1,4.5
PR6291,7AA0-5766,2022-07-26,5,4,2,3,0,5,3,3,0,2022,Medium,,1,4.5
PR6292,6F50-08B6,2022-07-26,5,3,2,3,3,4,5,5,0,2022,High,Good,1,4.0
PR6293,F3A3-10CE,2022-07-27,3,5,3,2,1,5,3,3,0,2022,Medium,,1,4.0
PR6294,09D2-46BD,2022-07-27,5,5,3,1,1,4,4,3,-1,2022,Medium,Good,1,5.0
PR6295,CBCB-9C9D,2022-07-29,3,4,4,3,0,2,5,4,-1,2022,High,Poor,1,3.5
PR6296,1217-CE30,2022-07-29,3,2,5,3,1,5,5,4,-1,2022,High,,1,2.5
PR6297,9DB1-8C59,2022-07-29,4,5,2,2,1,2,4,4,0,2022,Medium,Poor,1,4.5
PR6298,AD8F-7539,2022-07-29,5,5,4,3,0,2,4,3,-1,2022,Medium,Poor,1,5.0
PR6299,D825-CC31,2022-07-30,3,3,4,3,0,3,3,3,0,2022,Medium,Average,1,3.0
PR63,00D4-DD53,2013-03-01,3,3,4,1,1,3,3,2,-1,2013,Medium,Average,1,3.0
PR630,4E65-CCD0,2015-04-27,3,3,3,1,3,5,4,3,-1,2015,Medium,,1,3.0
PR6300,1E2C-A267,2022-07-30,5,5,4,1,0,3,3,3,0,2022,Medium,Average,1,5.0
PR6301,7A8C-2DD3,2022-07-31,4,2,2,2,0,5,5,4,-1,2022,High,,1,3.0
PR6302,5802-2A7E,2022-07-31,3,2,5,3,1,2,5,4,-1,2022,High,Poor,1,2.5
PR6303,4C99-E626,2022-07-31,3,4,3,3,1,5,4,4,0,2022,Medium,,1,3.5
PR6304,6EEF-5B17,2022-08-02,4,4,3,1,1,4,3,3,0,2022,Medium,Good,1,4.0
PR6305,CE90-763C,2022-08-02,3,3,4,1,0,3,3,2,-1,2022,Medium,Average,1,3.0
PR6306,D9AE-B32C,2022-08-02,4,2,4,2,1,4,4,4,0,2022,Medium,Good,1,3.0
PR6307,66BC-7AC0,2022-08-03,3,3,5,1,2,5,4,4,0,2022,Medium,,1,3.0
PR6308,55D6-1423,2022-08-03,5,2,5,2,1,3,3,2,-1,2022,Medium,Average,1,3.5
PR6309,ED73-F078,2022-08-03,4,5,4,1,2,5,5,4,-1,2022,High,,1,4.5
PR631,7EEF-9A90,2015-04-27,5,3,3,2,0,5,5,4,-1,2015,High,,1,4.0
PR6310,AF77-0F6B,2022-08-03,5,2,4,2,0,4,5,4,-1,2022,High,Good,1,3.5
PR6311,7486-A1B6,2022-08-03,3,2,5,2,1,4,5,5,0,2022,High,Good,1,2.5
PR6312,95E0-CCA0,2022-08-03,5,2,5,1,0,2,3,3,0,2022,Medium,Poor,1,3.5
PR6313,F126-8059,2022-08-04,3,4,2,1,1,3,4,3,-1,2022,Medium,Average,1,3.5
PR6314,67D7-9785,2022-08-05,1,3,3,1,3,2,3,3,0,2022,Medium,Poor,1,2.0
PR6315,BFE7-5EA8,2022-08-05,3,3,2,2,2,5,4,3,-1,2022,Medium,,1,3.0
PR6316,8EAF-4F79,2022-08-05,5,3,5,2,1,4,4,4,0,2022,Medium,Good,1,4.0
PR6317,2C0F-AAE2,2022-08-05,5,4,2,2,1,2,3,3,0,2022,Medium,Poor,1,4.5
PR6318,4A0E-3728,2022-08-05,3,4,2,1,1,5,3,2,-1,2022,Medium,,1,3.5
PR6319,84AD-D566,2022-08-06,3,5,4,1,1,5,4,3,-1,2022,Medium,,1,4.0
PR632,1AC8-361F,2015-04-29,5,2,2,3,0,4,5,5,0,2015,High,Good,1,3.5
PR6320,3EDA-3BDE,2022-08-07,3,3,5,3,1,3,3,2,-1,2022,Medium,Average,1,3.0
PR6321,5B0E-31FB,2022-08-08,3,4,2,3,2,4,3,2,-1,2022,Medium,Good,1,3.5
PR6322,A1DB-6C34,2022-08-08,4,3,3,3,1,2,5,5,0,2022,High,Poor,1,3.5
PR6323,6925-864E,2022-08-08,3,5,4,1,2,4,5,5,0,2022,High,Good,1,4.0
PR6324,2B08-7D3D,2022-08-09,4,4,2,1,2,2,4,3,-1,2022,Medium,Poor,1,4.0
PR6325,8182-6AE6,2022-08-09,4,5,2,2,0,3,3,2,-1,2022,Medium,Average,1,4.5
PR6326,2EF6-8D96,2022-08-10,3,2,3,3,2,5,3,3,0,2022,Medium,,1,2.5
PR6327,5642-6F1E,2022-08-10,4,5,3,3,0,5,4,3,-1,2022,Medium,,1,4.5
PR6328,9825-45EF,2022-08-11,5,2,2,3,0,2,3,3,0,2022,Medium,Poor,1,3.5
PR6329,69EC-7B13,2022-08-11,4,2,4,3,1,4,3,3,0,2022,Medium,Good,1,3.0
PR633,D93A-CC98,2015-04-29,5,4,2,2,2,2,5,4,-1,2015,High,Poor,1,4.5
PR6330,4294-03D1,2022-08-11,4,4,2,2,3,4,3,2,-1,2022,Medium,Good,1,4.0
PR6331,0172-B5D2,2022-08-11,3,2,4,3,3,4,4,3,-1,2022,Medium,Good,1,2.5
PR6332,040C-EDED,2022-08-12,5,3,3,3,2,2,3,2,-1,2022,Medium,Poor,1,4.0
PR6333,46ED-4007,2022-08-12,5,5,5,3,0,2,4,3,-1,2022,Medium,Poor,1,5.0
PR6334,9811-F345,2022-08-12,3,2,2,3,0,3,4,4,0,2022,Medium,Average,1,2.5
PR6335,106F-F7C7,2022-08-12,3,3,5,1,0,4,5,5,0,2022,High,Good,1,3.0
PR6336,682D-8FD8,2022-08-12,5,3,2,3,1,3,4,3,-1,2022,Medium,Average,1,4.0
PR6337,AFA8-5058,2022-08-13,2,1,4,1,1,3,3,2,-1,2022,Medium,Average,1,1.5
PR6338,04D7-C8F3,2022-08-13,1,1,3,3,2,4,4,4,0,2022,Medium,Good,1,1.0
PR6339,6B20-FFDF,2022-08-13,4,3,5,3,2,5,5,4,-1,2022,High,,1,3.5
PR634,C79A-E5E1,2015-04-30,3,5,5,2,1,2,3,2,-1,2015,Medium,Poor,1,4.0
PR6340,9283-E971,2022-08-13,5,4,4,1,1,4,5,4,-1,2022,High,Good,1,4.5
PR6341,D7C2-EAA5,2022-08-13,3,3,4,2,0,5,5,4,-1,2022,High,,1,3.0
PR6342,FE0F-498F,2022-08-13,5,5,3,1,1,4,4,4,0,2022,Medium,Good,1,5.0
PR6343,D13E-E661,2022-08-14,3,3,2,1,2,3,3,2,-1,2022,Medium,Average,1,3.0
PR6344,2A89-93B6,2022-08-15,3,4,2,1,1,5,5,4,-1,2022,High,,1,3.5
PR6345,41DC-E8B5,2022-08-15,4,5,4,3,2,3,5,5,0,2022,High,Average,1,4.5
PR6346,CA75-94D1,2022-08-15,3,4,4,3,2,3,3,3,0,2022,Medium,Average,1,3.5
PR6347,6D3B-AD28,2022-08-15,4,2,2,3,2,4,5,5,0,2022,High,Good,1,3.0
PR6348,AE51-5502,2022-08-15,4,3,2,1,1,2,5,4,-1,2022,High,Poor,1,3.5
PR6349,6376-F58F,2022-08-15,4,4,3,3,2,3,3,3,0,2022,Medium,Average,1,4.0
PR635,A1B4-5481,2015-05-01,3,3,2,1,2,4,5,4,-1,2015,High,Good,1,3.0
PR6350,37EE-004B,2022-08-16,4,5,2,1,1,5,5,4,-1,2022,High,,1,4.5
PR6351,52DD-757F,2022-08-16,4,3,5,3,1,5,3,2,-1,2022,Medium,,1,3.5
PR6352,81F1-950F,2022-08-16,5,2,4,3,1,2,4,3,-1,2022,Medium,Poor,1,3.5
PR6353,B76C-D9CE,2022-08-17,3,2,5,1,0,3,3,2,-1,2022,Medium,Average,1,2.5
